category,source,title,description,content,url,publishedAt
,NBC News,Netanyahu under fire after judge lifts gag order on leaks that may have harmed hostage talks,An Israeli court on Sunday partially lifted a gag order on a case investigating leaks of classified Gaza documents suspected to involve one of Prime Minister Benjamin Netanyahu’s media advisers.,"Arrests. Classified documents. And suspected leaks that may have harmed efforts to free hostages held by Hamas in order, critics say, to give Benjamin Netanyahu public cover for failing to agree to a… [+4701 chars]",https://www.nbcnews.com/news/world/israel-leak-scandal-netanyahu-aide-arrested-gaza-hostage-talks-rcna178617,
,Haaretz,Netanyahu government lawmakers bailing on contentious ultra-Orthodox 'daycare bill',"After Gideon Sa'ar announced that members of his party would vote against the bill, approximately 59 Knesset members are expected to oppose it. If Defense Minister Gallant joins them, the law will not pass","Yuli Edelstein, the chairman of the Knesset's Foreign Affairs and Defense Committee, said on Monday that he will oppose the proposed daycare subsidies law and ""the rest of the laws to bypass the enli… [+196 chars]",https://www.haaretz.com/israel-news/2024-11-04/ty-article/.premium/netanyahu-government-lawmakers-bailing-on-contentious-ultra-orthodox-daycare-bill/00000192-f8ac-ded1-a7f7-f9ee36de0000,
,Haaretz,Prominent Israeli political pundit possibly implicated in Netanyahu security leak scandal,"The report in the German tabloid Bild which is at the center of the recent investigation over a leak of classified intelligence from the Prime Minister's Office, was based on a document that channel 12 political commentator Amit Segal – often accused of being…","The report in the German tabloid Bild which is at the center of the recent investigation over a leak of classified intelligence from the Prime Minister's Office, was based on a document that channel … [+104 chars]",https://www.haaretz.com/israel-news/2024-11-03/ty-article/.premium/prominent-israeli-political-pundit-possibly-implicated-in-netanyahu-security-leak-scandal/00000192-f2d8-de0c-a7db-fbdd3c4e0000,
,Haaretz,"Netanyahu tells cabinet that AG is a 'contrarian,' asks justice minister to 'solve it'","The prime minister made the remarks after National Security Minister Itamar Ben-Gvir complained that Attorney General Gali Baharav-Miara objects to increasing prisoner overcrowding in jails. 'She's against everything good,' he said","Prime Minister Benjamin Netanyahu said at Monday's cabinet meeting that Attorney General Gali Baharav-Miara is ""a ""contrarian,"" and called on Justice Minister Yariv Levin ""to solve it,"" according to … [+31 chars]",https://www.haaretz.com/israel-news/2024-11-04/ty-article/.premium/netanyahu-tells-cabinet-that-ag-is-a-contrarian-asks-justice-minister-to-solve-it/00000192-f780-ded1-a7f7-ffe6df560000,
,Thenation.com,Bernie Sanders: “Netanyahu Prefers to Have Donald Trump in Office”,"Politics      /   November 4, 2024       Bernie Sanders: “Netanyahu Prefers to Have Donald Trump in Office”     The senator disagrees with Kamala Harris on Gaza, as do millions of voters. But he’s been arguing that “Trump and his right-wing friends are worse.…","Politics / November 4, 2024  The senator disagrees with Kamala Harris on Gaza, as do millions of voters. But hes been arguing that Trump and his right-wing friends are worse.  Edit  Ad Policy  Senato… [+7966 chars]",https://www.thenation.com/article/politics/bernie-sanders-gaza-harris-trump-video/,
,CNN,Police arrest Netanyahu aide as opponents accuse him of leaking intelligence to thwart Gaza ceasefire and hostage deal | CNN,Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu over allegedly leaking classified information to foreign media.,"Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu over allegedly leaking classified information to foreign media.  Opposition leaders say the intelligence was faked, and pa… [+6022 chars]",https://www.cnn.com/2024/11/04/middleeast/police-arrest-netanyahu-aide-intl/index.html,
,International Business Times,"Israel Pounds Lebanon, Gaza As Netanyahu Visits Northern Border","Israel on Sunday pressed on with its campaigns in Lebanon and Gaza, launching several deadly strikes as Prime Minister Benjamin Netanyahu visited his country's northern border.","Israel on Sunday pressed on with its campaigns in Lebanon and Gaza, launching several deadly strikes as Prime Minister Benjamin Netanyahu visited his country's northern border.  Netanyahu's visit cam… [+4810 chars]",https://www.ibtimes.com/israel-pounds-lebanon-gaza-netanyahu-visits-northern-border-3749345,
,Mediagazer.com,"A look at ultranationalist Israeli broadcaster Channel 14, which counts Netanyahu as a supporter and is fast becoming the country's most-watched news source (Julian Borger/The Guardian)","Julian Borger / The Guardian: A look at ultranationalist Israeli broadcaster Channel 14, which counts Netanyahu as a supporter and is fast becoming the country's most-watched news source  —  Channel 14, which counts Netanyahu as a supporter, has denied allega…","Mediagazer presents the day's must-read media news on a single page.  The media business is in tumult: from the production side to  the distribution side, new technologies are upending the industry. … [+416 chars]",https://mediagazer.com/241104/p6,
,NBC News,Netanyahu under fire after judge lifts gag order on leaks that may have harmed hostage talks,An Israeli court on Sunday partially lifted a gag order on a case investigating leaks of classified Gaza documents suspected to involve one of Prime Minister Benjamin Netanyahu’s media advisers.,"Arrests. Classified documents. And suspected leaks that may have harmed efforts to free hostages held by Hamas in order, critics say, to give Benjamin Netanyahu public cover for failing to agree to a… [+4701 chars]",https://www.nbcnews.com/news/world/israel-leak-scandal-netanyahu-aide-arrested-gaza-hostage-talks-rcna178617,
,Thenation.com,Bernie Sanders: “Netanyahu Prefers to Have Donald Trump in Office”,"Politics      /   November 4, 2024       Bernie Sanders: “Netanyahu Prefers to Have Donald Trump in Office”     The senator disagrees with Kamala Harris on Gaza, as do millions of voters. But he’s been arguing that “Trump and his right-wing friends are worse.…","Politics / November 4, 2024  The senator disagrees with Kamala Harris on Gaza, as do millions of voters. But hes been arguing that Trump and his right-wing friends are worse.  Edit  Ad Policy  Senato… [+7966 chars]",https://www.thenation.com/article/politics/bernie-sanders-gaza-harris-trump-video/,
,CNN,Police arrest Netanyahu aide as opponents accuse him of leaking intelligence to thwart Gaza ceasefire and hostage deal | CNN,Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu over allegedly leaking classified information to foreign media.,"Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu over allegedly leaking classified information to foreign media.  Opposition leaders say the intelligence was faked, and pa… [+6022 chars]",https://www.cnn.com/2024/11/04/middleeast/police-arrest-netanyahu-aide-intl/index.html,
,Al Jazeera English,Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,Netanyahu says he has lost confidence in Gallant over the management of Israel's ongoing wars in Gaza and Lebanon.,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister, Yoav Gallant, and appointed Israel Katz to succeed him.  In a surprise announcement on Tuesday, Netanyahu said he had lost co… [+415 chars]",https://www.aljazeera.com/news/2024/11/5/israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
,Al Jazeera English,Video: Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz.","NewsFeed  Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz. Al Jazeeras Mohamed Vall explains how a long-standing rift over Gaza t… [+20 chars]",https://www.aljazeera.com/program/newsfeed/2024/11/5/video-israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
,Biztoc.com,Netanyahu fires Israeli defense minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant.  Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being driven largely by domestic political pressure, including from me…",Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant. Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being drive… [+136 chars],https://biztoc.com/x/56a9082807389ec5,
,Biztoc.com,Netanyahu fires Israeli defense minister amid disagreements over Gaza campaign,"The News Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PM’s office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon Sa’ar will replace Katz as foreign minister. In a video pos…","The NewsIsraeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PMs office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon S… [+140 chars]",https://biztoc.com/x/35eb895e5e1b0f90,
,Biztoc.com,"Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil   After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, a…","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil  After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Be… [+143 chars]",https://biztoc.com/x/1747e94154b78ae7,
,Biztoc.com,Israel hostage families attack Netanyahu over Hamas leaks,Five arrested over allegations that prime minister’s opponents say ‘ought to horrify every Israeli’,"Five arrested over allegations that prime ministers opponents say ought to horrify every Israeli  This story appeared on ft.com, 2024-11-05 17:02:22.",https://biztoc.com/x/db545df754d86946,
,Biztoc.com,Israel's Netanyahu dismisses defense minister in surprise announcement,"While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal that could bring home hostages held by the militant group.","While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal… [+112 chars]",https://biztoc.com/x/ad5577a25444f1b1,
,CBC News,"Israel's Netanyahu dismisses defence minister, citing 'crisis of trust' amid multiple wars","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region.","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2608 chars]",https://www.cbc.ca/news/world/netanyahu-gallant-1.7374256,
,Forbes,Netanyahu Fires Israeli Defense Minister Yoav Gallant—Citing ‘Crisis Of Trust’,Netanyahu said his trust in Gallant had “eroded” in recent months.,"Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant on Tuesday, after Netanyahu said trust between the two officials had eroded in recent months following disagreements over… [+2235 chars]",https://www.forbes.com/sites/tylerroush/2024/11/05/netanyahu-fires-israeli-defense-minister-yoav-gallant-citing-crisis-of-trust/,
,CBS News,Israeli Prime Minister Benjamin Netanyahu fires his defense minister,Israeli Prime Minister Benjamin Netanyahu and defense minister Yoav Gallant have repeatedly been at odds over the war in Gaza.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2541 chars]",https://www.cbsnews.com/news/israel-defense-minister-fired-yoav-gallant/,
,CBS News,Benjamin Netanyahu fires Israel's defense minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister, Yoav Gallant, as Israel's conflicts in the Middle East grow. Netanyahu said there was a ""crisis of trust"" between him and Gallant. CBS News' Holly Williams has the latest.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/benjamin-netanyahu-fires-israels-defense-minister-yoav-gallant/,
,PBS,News Wrap: Netanyahu fires Israeli Defense Minister Yoav Gallant,"In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time since they were deployed to fight for Russia and Boeing workers…","In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time sin… [+157 chars]",https://www.pbs.org/newshour/show/news-wrap-netanyahu-fires-israeli-defense-minister-yoav-gallant,
,Breitbart News,Netanyahu Offers Millions of Dollars to Palestinians Who Free Hostages,"Israeli Prime Minister Benjamin Netanyahu is offering millions of dollars, plus safe passage out of Gaza, for any Palestinians who free Israeli hostages that they are holding captive. The post Netanyahu Offers Millions of Dollars to Palestinians Who Free Host…","Israeli Prime Minister Benjamin Netanyahu is offering millions of dollars, plus safe passage out of Gaza, for any Palestinians who free Israeli hostages that they are holding captive.  The Times of I… [+2094 chars]",https://www.breitbart.com/middle-east/2024/11/05/netanyahu-offers-millions-of-dollars-to-palestinians-who-free-hostages/,
,NBC News,Netanyahu fires Gallant as Israel's defense minister,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister Tuesday, a long rumored move that was announced on election day in the United States.","Israeli Prime Minister Benjamin Netanyahu fired his defense minister Tuesday, a long rumored move that was announced on election day in the United States. The two have repeatedly clashed over the con… [+3361 chars]",https://www.nbcnews.com/news/world/israel-prime-minister-netanyahu-ousts-gallant-defense-minister-rcna171250,
,International Business Times,Israel's Netanyahu Fires Defence Minister Over Breakdown In 'Trust',"Israel's Prime Minister Benjamin Netanyahu fired defence minister Yoav Gallant Tuesday following public differences over the ongoing war in Gaza, replacing him with former top diplomat Israel Katz.","Israel's Prime Minister Benjamin Netanyahu fired defence minister Yoav Gallant Tuesday following public differences over the ongoing war in Gaza, replacing him with former top diplomat Israel Katz.  … [+3768 chars]",https://www.ibtimes.com/israels-netanyahu-fires-defence-minister-over-breakdown-trust-3749628,
,VOA News,Israel's Netanyahu dismisses his defense minister,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant.   Netanyahu said in a statement Tuesday the trust between the two men had evaporated over the course of Israel’s war on Gaza.   “Over the past few months that trust has eroded,…",Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant.  Netanyahu said in a statement Tuesday the trust between the two men had evaporated over the course of Israels war o… [+659 chars],https://www.voanews.com/a/israels-netanyahu-dismisses-his-defense-minister/7852644.html,
,Newsweek,Netanyahu Fires Israel's Defense Minister,The prime minister of Israel announced on Tuesday that Yoav Gallant would no longer serve as the country' defense minister.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired his defense minister, Yoav Gallant, saying ""trust has cracked"" between them.  ""In the midst of a war, more than ever, full trust is required… [+949 chars]",https://www.newsweek.com/yoav-gallant-fired-israel-netanyahu-1980689,
,Naturalnews.com,Local leaders condemn Netanyahu over failure to protect northern settlements from Hezbollah attacks,"On Oct. 31, Hezbollah launched a series of rocket attacks against Israel, resulting in the deaths of at least eight individuals. The rockets struck the northern settlement of Metula, which is on the border with Lebanon, and the Krayot area at the northern tip…","On Oct. 31, Hezbollah launched a series of rocket attacks against Israel, resulting in the deaths of at least eight individuals. The rockets struck the northern settlement of Metula, which is on the … [+4216 chars]",https://www.naturalnews.com/2024-11-05-local-leaders-condemn-netanyahu-failure-to-protect.html,
,International Business Times,Israeli PM Netanyahu Fires Defense Minister in Shocking Election Day Shake Up,Prime Minister Benjamin Netanyahu sent shockwaves through the Israeli political world on Tuesday when he announced the unexpected firing of Defense Minister Yoav Gallant.,"Prime Minister Benjamin Netanyahu sent shockwaves through the Israeli political world on Tuesday when he announced the unexpected firing of Defense Minister Yoav Gallant.  Gallant, who has served in … [+613 chars]",https://www.ibtimes.com/israeli-pm-netanyahu-fires-defense-minister-shocking-election-day-shake-3749625,
,Mediaite,Netanyahu Fires Defense Minister Ahead of Expected Iranian Attack,"Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday ahead of an expected attack from Iran. Axios reporter Barak Ravid broke the news and reported on Gallant’s replacement, ” Netanyahu appoints foreign minister Israel Katz …",Abir Sultan/Pool Photo via AP  Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday ahead of an expected attack from Iran. Axios reporter Barak Ravid broke the new… [+1910 chars],https://www.mediaite.com/news/just-in-netanyahu-fires-defense-minister-ahead-of-expected-iranian-attack/,
,Boston Herald,Israel’s Netanyahu dismisses defense minister in surprise announcement,Netanyahu and Gallant have repeatedly been at odds throughout the war in Gaza.,"By JOSEF FEDERMAN  JERUSALEM (AP) — Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is e… [+4770 chars]",https://www.bostonherald.com/2024/11/05/israel-netanyahu-dismisses-defense-minister/,
,Truthout,"Netanyahu Fires Yoav Gallant, Defense Minister Who Often Opposed His Approach","Gallant is a staunch supporter of Israel’s genocide, but has butted heads with Netanyahu at points.","On Tuesday, Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant, who has sometimes challenged Netanyahu politically, and replaced him with a minister more loyal to Netanyahu… [+4360 chars]",https://truthout.org/articles/netanyahu-fires-yoav-gallant-defense-minister-who-often-opposed-his-approach/,
,NPR,Benjamin Netanyahu has dismissed Defense Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has dismissed his popular defense minister, Yoav Gallant, in a surprise announcement.","JERUSALEM Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multip… [+2343 chars]",https://www.npr.org/2024/11/05/nx-s1-5179904/israel-defense-minister-gallant-fired-netanyahu,
,Wnd.com,WATCH: Netanyahu fires Israel Defense Minister Gallant,"JERUSALEM – In a surprise move, Israel's Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday evening, and will replace him with current Foreign Minister Israel Katz.","Yoav Gallant  JERUSALEM In a surprise move, Israel’s Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday evening, and will replace him with current Foreign Minister Israe… [+1811 chars]",https://www.wnd.com/2024/11/watch-netanyahu-fires-israel-defense-minister-gallant/,
,Yahoo Entertainment,"Israel's Netanyahu fires defence minister, says trust 'broken'",,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3ed69232-54e4-4882-9255-958d5dcf92d6,
,Yahoo Entertainment,Fired Gallant reveals points of contention with Israel's Netanyahu,"Israeli Defence Minister Yoav Gallant on Tuesday warned of a ""moral darkness"" in the country after his dismissal by Prime Minister Benjamin Netanyahu...","Israeli Defence Minister Yoav Gallant on Tuesday warned of a ""moral darkness"" in the country after his dismissal by Prime Minister Benjamin Netanyahu.  Gallant named three points of contention with N… [+468 chars]",https://www.yahoo.com/news/fired-gallant-reveals-points-contention-222722206.html,
,Common Dreams,Netanyahu Replaces Fired Israeli Defense Minister With 'Another Genocidal Lunatic',"Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and replaced him with Israel Katz, who was serving as foreign mini…","Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and re… [+3970 chars]",https://www.commondreams.org/news/israel-katz,
,Memeorandum.com,Israel's Netanyahu dismisses his defense minister as wars rage. Protests erupt across country (Josef Federman/Associated Press),"Josef Federman / Associated Press: Israel's Netanyahu dismisses his defense minister as wars rage.  Protests erupt across country  —  Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise anno…","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.  Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",https://www.memeorandum.com/241105/p95,
,New York Post,Israel’s Netanyahu dismisses defense minister in surprise announcement,"Israeli Prime Minister Benjamin Netanyahu has dismissed his popular defense minister, Yoav Gallant, in a surprise announcement.","Israeli Prime Minister Benjamin Netanyahu has dismissed his popular defense minister, Yoav Gallant, in a surprise announcement.  Netanyahu and Gallant have repeatedly been at odds throughout the war … [+571 chars]",https://nypost.com/2024/11/05/world-news/israels-netanyahu-dismisses-defense-minister-yoav-gallant-in-surprise-announcement/,
,Biztoc.com,Netanyahu Fires Israel's Defense Minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired his defense minister Yoav Gallant, saying ""trust has cracked"" between them. ""In the midst of a war, more than ever, full trust is required between the prime minister and the defense minister,"" a state…","Israeli Prime Minister Benjamin Netanyahu on Tuesday fired his defense minister Yoav Gallant, saying ""trust has cracked"" between them.""In the midst of a war, more than ever, full trust is required be… [+145 chars]",https://biztoc.com/x/add3e316bc271b9a,
,HuffPost,Netanyahu Dismisses Defense Minister In Surprise Announcement,"Israeli Prime Minister Benjamin Netanyahu has dismissed his popular defense minister, Yoav Gallant, in a surprise announcement.","Israeli Prime Minister Benjamin Netanyahu (C) speaks to Defence Minister Yoav Gallant (L) at the opening of the 25th Parliament session in Jerusalem on October 28, 2024. (Photo by DEBBIE HILL / POOL … [+3784 chars]",https://www.huffpost.com/entry/bc-ml-israel-politics-netanyahu-yoav-gallant_n_672a6140e4b05debb72c5a82,
,Biztoc.com,Netanyahu slams probe into Gaza activities,The Magistrate's Court in Rishon LeZion allowed on Tuesday a confirmation of a criminal investigation into Israeli Prime Minister Benjamin Netanyahu's crisis cabinet's actions at the beginning of the ...,The Magistrate's Court in Rishon LeZion allowed on Tuesday a confirmation of a criminal investigation into Israeli Prime Minister Benjamin Netanyahu's crisis cabinet's actions at the beginning of the… [+69 chars],https://biztoc.com/x/5256b6543cc93c0c,
,Biztoc.com,Netanyahu fires Israel defence minister Gallant,Prime minister said ‘significant gaps’ had emerged over the management of the war,"Prime minister said significant gaps had emerged over the management of the war  This story appeared on ft.com, 2024-11-05 18:14:09.",https://biztoc.com/x/db4df0d15d1dcf40,
,Biztoc.com,Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks,"Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks   Via The Cradle Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu, and four others for allegedly leaking classified information to foreign media, court documents…","Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks  Via The CradleIsraeli police have arrested a top aide to Prime Minister Benjamin Netanyahu, and four others for allegedly leakin… [+146 chars]",https://biztoc.com/x/6393135433820264,
,POLITICO.eu,"Israel’s Netanyahu fires defense minister, saying mutual trust has ‘cracked’",Yoav Gallant will be replaced in Cabinet by Foreign Minister Israel Katz.,"Israeli Prime Minster Benjamin Netanyahu fired the countrys Defense Minister Yoav Gallant on Tuesday evening, citing a crisis of trust between the two men.  To my sorrow, although in the first months… [+337 chars]",https://www.politico.eu/article/israels-netanyahu-fires-defense-minister-saying-mutual-trust-has-cracked/,
,Investing.com,Israeli PM Netanyahu fires defence minister Gallant citing lack of trust,Israeli PM Netanyahu fires defence minister Gallant citing lack of trust,"JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu sacked his defence minister, Yoav Gallant, on Tuesday, saying he had no trust in him over the management of Israel's ongoing military o… [+191 chars]",https://www.investing.com/news/world-news/israeli-pm-netanyahu-fires-defence-minister-gallant-citing-lack-of-trust-3703253,
,Freerepublic.com,Netanyahu fires Israeli Defense Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, the prime minister’s office said Tuesday. Israel Katz, currently the foreign minister, will become defense minister and Gideon Sa’ar will replace Katz as foreign minister.","Skip to comments.  Netanyahu fires Israeli Defense Minister Yoav GallantCNN ^   | 1:09 PM EST, Tue November 5, 2024    | Tamar Michaelis  Posted on 11/05/2024 10:45:34 AM PST by JSM_Liberty  Israeli … [+3437 chars]",https://freerepublic.com/focus/f-news/4275948/posts,
,Freerepublic.com,Official close to Netanyahu claims Gallant fired for professional reasons,"An official close to the Prime Minister tells The Time of Israel that Defense Minister Yoav Gallant was fired for professional reasons, and not because of coalition politics. The official, speaking on condition of anonymity, says that Gallant “functioned as a…",Skip to comments.  Official close to Netanyahu claims Gallant fired for professional reasonsTimes of Israel ^   | 11/5/24   | Lazar Berman  Posted on 11/05/2024 3:07:06 PM PST by Uncle Miltie  An off… [+3121 chars],https://freerepublic.com/focus/f-news/4276022/posts,
,PBS,Israel's Netanyahu dismisses defense minister in surprise announcement,"While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal that could bring home hostages held by the militant group.","JERUSALEM (AP) Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on m… [+2571 chars]",https://www.pbs.org/newshour/world/israels-netanyahu-dismisses-defense-minister-in-surprise-announcement,
,Haaretz,Netanyahu government lawmakers bailing on contentious ultra-Orthodox 'daycare bill',"After Gideon Sa'ar announced that members of his party would vote against the bill, approximately 59 Knesset members are expected to oppose it. If Defense Minister Gallant joins them, the law will not pass","Yuli Edelstein, the chairman of the Knesset's Foreign Affairs and Defense Committee, said on Monday that he will oppose the proposed daycare subsidies law and ""the rest of the laws to bypass the enli… [+196 chars]",https://www.haaretz.com/israel-news/2024-11-04/ty-article/.premium/netanyahu-government-lawmakers-bailing-on-contentious-ultra-orthodox-daycare-bill/00000192-f8ac-ded1-a7f7-f9ee36de0000,
,Haaretz,Netanyahu government lawmakers bailing on contentious ultra-Orthodox 'daycare bill',"After Gideon Sa'ar announced that members of his party would vote against the bill, approximately 59 Knesset members are expected to oppose it. If Defense Minister Gallant joins them, the law will not pass","After Gideon Sa'ar announced that members of his party would vote against the bill, approximately 59 Knesset members are expected to oppose it. If Defense Minister Gallant joins them, the law will no… [+5 chars]",https://www.haaretz.com/israel-news/2024-11-05/ty-article/.premium/netanyahu-government-lawmakers-bailing-on-contentious-ultra-orthodox-daycare-bill/00000192-f8ac-ded1-a7f7-f9ee36de0000,
,Breitbart News,Netanyahu Fires Defense Minister Gallant; Set to Fire Military Chiefs,"Israeli Prime Minister Benjamin Netanyahu fired Minister of Defense Yoav Gallant on Tuesday, citing a breakdown in trust. He is said to be preparing to fire the heads of the Israel Defense Forces (IDF) and Israel Security Agency (ISA). The post Netanyahu Fire…","Israeli Prime Minister Benjamin Netanyahu fired Minister of Defense Yoav Gallant on Tuesday, citing a breakdown in trust. He is said to be preparing to fire the heads of the Israel Defense Forces (ID… [+6064 chars]",https://www.breitbart.com/middle-east/2024/11/05/netanyahu-fires-defense-minister-gallant-set-to-fire-military-chiefs/,
,Newser,Netanyahu Fires Defense Minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region. Netanyahu and Gallant have repeatedly bee…","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+608 chars]",https://www.newser.com/story/359017/netanyahu-fires-defense-minister.html,
,Haaretz,Israeli PM Benjamin Netanyahu fires Defense Minister Gallant amid regional war,"Netanyahu cited a breakdown in trust and 'significant differences in managing Israel's war' as the reasons for firing Gallant, sparking calls for a general strike and mass protests. Foreign Minister Israel Katz will step in as defense minister, with Gideon Sa…","Netanyahu cited a breakdown in trust and 'significant differences in managing Israel's war' as the reasons for firing Gallant, sparking calls for a general strike and mass protests. Foreign Minister … [+185 chars]",https://www.haaretz.com/israel-news/2024-11-05/ty-article/.premium/israeli-pm-benjamin-netanyahu-fires-defense-minister-gallant-amid-regional-war/00000192-fd90-d51d-a5d3-ffb4b2b50000,
,Haaretz,Netanyahu is a clear and present danger to Israel and defense chiefs face a dire dilemma,"Thirteen months after deadly attack by Hamas, which saw that Israel was in an unprecedented position of internal weakness because of the government's attempted regime coup, Netanyahu is once again posing a direct threat to democracy – and firing Galant will n…","Analysis | Thirteen months after deadly attack by Hamas, which saw that Israel was in an unprecedented position of internal weakness because of the government's attempted regime coup, Netanyahu is on… [+88 chars]",https://www.haaretz.com/israel-news/2024-11-05/ty-article/.premium/netanyahu-is-a-clear-and-present-danger-to-israel-and-defense-chiefs-face-a-dire-dilemma/00000192-fe2e-db72-a3d7-fe3f62190000,
